Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist I,-1,"JOB PURPOSE:-
DP World is looking for an experienced data scientist to help build its B2B, B2C and B2B2C ecommerce products, and its end-to-end logistics solutions. With its extensive network of logistics and economic zones, DP world seeks to position inventory from sources in the economic zones and use its logistics network to be able to connect buyers and sellers, enabling the delivery of goods to happen much faster and cheaper than if it were coming from the seller. We are also looking to build white-label solutions to provide online presences for well-known shopping malls and brands.
In this role, you will be a key member of the Analytics team. You will analyse the massive amount of data and develop algorithms and models for data-driven decision making across growth and optimization business problems. You will work in close partnership with the business unit and product heads.
Our ideal candidate will be data driven and will have strong business mindset. He/she should own multiple projects, analyses and also proactively identify pain points of the business and thrive towards solving the same.

Primary Accountabilities:


2.00-5.00 Years",4.0,DP World,"India
Viewed on 1 January
New
24h",10000+ Employees,2005,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
Lead Data Scientist-New Frontiers,-1,"Role/Job Title:Lead - Data Science
Business:Data & Analytics
Function/Department:Data & Analytics
Place of Work:Mumbai
Job Purpose:
'The Lead - Data Science role
Establishes and drives modelling tools and techniques
Leads the team in identifying opportunies for adding business value
Leads a high performing team of Data Scientists
Roles & Responsibilities:
'- Understands business problems and solving them with analytical techniques
Managerial & Leadership Responsibilities
'- Develops individual talent by providing ongoing feedback and creating individual development plans to enable people to reach their full potential
Key Success Metrics:
'- Creation of modelling frameworks

0.00-50.00 Years",4.0,IDFC FIRST Bank,"India
Viewed on 1 January
New
24h",10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
,₹9L - ₹16L (Employer Est.),"Job Description :
. Machine Learning and Cloud Engineering 50% Designing machine learning pipelines that curate datasets, train, test, and validate models,compare model performance to existing or previously catalogued models, and then package the models and either deploy them to a real-time serving layer or handle batch scoring activities
. Collaborate with Microsoft Cloud Solution Architects and Data Platform Engineers in developing complex end-to-end Enterprise solutions on Microsoft Azure platform.
. Conduct data profiling, cataloguing, and data mapping for technical design using a use case-based approach that drives the construction of technical data flows.
. Assess the effectiveness and accuracy of data sources and data gathering techniques
. Design and develop Machine Learning and Statistical Models (preferably using R & Python), and other data analysis techniques to collect, explore, and extract insights from structured and unstructured data

7.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist / Machine Learning Engineer,₹6L - ₹9L (Glassdoor Est.),"PubMatic delivers superior revenue to publishers by being an SSP of choice for agencies and advertisers. PubMatic's cloud infrastructure platform for digital advertising empowers app developers and publishers to increase monetization while enabling media buyers to drive return on investment by reaching and engaging their target audiences in brand-safe, premium environments across ad formats and devices. Since 2006, PubMatic has been expanding its owned and operated global infrastructure and continues to cultivate programmatic innovation. With a globally distributed workforce and no corporate headquarters, PubMatic operates 16 offices and eight data centers across North America, Europe, and Asia Pacific.
Job Description

PubMatic is immediately hiring a strong Data Scientist or Machine Learning Engineer to join our growing team remotely.
Reporting to the Associate Director of Machine Learning in Pacific Time, you will partner with Product and Engineering teams to solve problems with Machine Learning to identify trends and opportunities for the business. The ideal candidate will apply quantitative analysis, modelling, and data mining to help drive informed product decisions for PubMatic.

Qualifications

#LI-MD1
Additional Information

: PubMatic is actively working to ensure candidate and employee safety. Currently, all hiring and onboarding processes at PubMatic will be carried out remotely through virtual meetings until further notice.
: Our benefits package includes the best of what leading organizations provide, such as stock options, paternity/maternity leave, healthcare insurance, broadband reimbursement. As well, when we're back in the office, we all benefit from a kitchen loaded with healthy snacks and drinks and catered lunches and much more!
: PubMatic is proud to be an equal opportunity employer we don't just value diversity, we promote and celebrate it. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

2.00-5.00 Years",4.0,PubMatic,Pune,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Science,₹9L - ₹16L (Employer Est.),"Job Description :
. Ability to work on 2-3 projects simultaneously, scope projects, realistically estimate work, and get customer agreement.
. Apply appropriate statistical analysis and quantitative methods to analyze data and predict future trends and variability, especially in producing and maintaining reliable forecasts.
. Contribute high-quality work as an individual contributor, in addition to management duties
. Identify appropriate decision technology techniques to apply to relevant analytic frameworks. Examples of decision technology tools that may be used include optimization, simulation, regression, decision trees, neural networks, cluster analysis, mixed models, etc.
. Ability to balance accuracy of analysis with needs for rapid response.
. Perform due diligence to ensure data is obtainable for the analysis required, and the analysis can be completed in the timeline requested.
. Set up a model and conduct analyses using statistical, predictive or optimization tools.
. Have a clear understanding of the uses and limitations of statistical applications.
. Document steps, data sources. Ensure models are easily understandable and maintainable.
. Drive the collection of new data and the refinement of existing data sources.
. Possess a proven ability to develop partnerships with technical peers and business partners.
. Lead project teams during all phases of the development life cycle, including requirements gathering and analysis, design, build, pilot, implementation, and continuous service
scope projects, build pipelines and datasets, synthe results, craft automated dashboards/bots, and communicate an informed recommendation.
. Manage budget, timeline, resources, and scope through prioritization throughout the course of all assigned projects
. Lead a high-performing, high-throughput team of talented Data Scientists and business analysts, while driving the professional development goals of the team
. Where relevant, clean, and structured data to facilitate analysis.

5.00-7.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist (Bangalore),-1,"Media.Monks is a digital-first marketing and advertising services company connecting the dots across content, data & digital media and technology services. Inspired by the connectivity and flexibility of technology APIs, Media.Monks' single-P&L model offers brands seamless access to a nearly 6,000-strong team of digital talent organized across 57 talent hubs in 33 countries.
With us, you'll find a diverse group of colleagues with different backgrounds and perspectives. We believe everyone has something of value to offer, and that sustaining a truly diverse, equitable and inclusive workplace begins with fostering an environment where people can be themselves, authentically, every day. We want to build something with the potential to change the heart of our industry, and we'd love to include your unique perspective.
The Company
MightyHive is a media consultancy that partners with global brands and agencies seeking transformative marketing results in a time of massive disruption and opportunity. Recognized as a global leader in advanced marketing and advertising technologies, MightyHive provides consulting and services in the areas of media operations and training, data strategy and analytics. The company is headquartered in San Francisco, and has offices across the globe in London, New York, Sydney, Singapore, Melbourne, and Tokyo. There's actually quite a few more too. In 2018, MightyHive merged with S4 Capital plc (SFOR.L), a new age/new era digital advertising and marketing services company established by Sir Martin Sorrell in 2018.

We are looking for an experienced to join our growing India team.
This is a new role focused on the use of data and models to gain granular insight into digital media performance, support fact-based decisions, and communicate opportunities for improvement for MightyHive's clients.

The senior data scientist will help develop solutions using statistical, data mining methods and data engineering solutions, working closely with our Analytics, Account Management, and Solutions Engineering teams. The candidate can expect to participate in all phases of internal and client projects, including project definition, data discovery, data engineering, model development and/or data mining, evaluating options, and making recommendations.


#LI-AA1

6.00-9.00 Years",4.0,MediaMonks,"India
Viewed on 1 January
7d",10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
ML Engineer/ Data Scientist Engineer,₹8L - ₹14L (Employer Est.),"Job Description :
. Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
. Managing available resources such as hardware, data, and personnel so that deadlines are met
. Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
. Supervising the data acquisition process if more data is needed
. Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
. Verifying data quality, and/or ensuring it via data cleaning
. Deploying models to production
. Finding available datasets online that could be used for training
. Defining validation strategies
. Defining the preprocessing or feature engineering to be done on a given dataset
. Defining data augmentation pipelines
. Training models and tuning their hyperparameters
. Analyzing the errors of the model and designing strategies to overcome them

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist Advanced Analytics,₹9L - ₹16L (Employer Est.),"Job Description :
. Minimum 10+ years of experience in developing and designing Analytical solutions and models in SAS
. Minimum of two years of experience of working with SAS e-Miner, base SAS, standard SAS PROCs, advanced SAS, etc., and shall demonstrate at least two projects where they have worked with SAS e-Miner.
. Proficient in developing models and working knowledge of other analytical tools like R/ SPSS is desirable but not mandatory.
. Expertise in having worked with SAS VA for at least 2 projects, and with at least one year of experience of working with SAS VA

6.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
"Data Scientist, Analytics",₹8L - ₹14L (Employer Est.),"Job Description :
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist Engineer,₹9L - ₹16L (Employer Est.),"Job Description :
. 5 years of professional experience in a data science
. BI tools for data visualization like Tableau
. Experience extracting insights from large data sets using advanced Python
. experience working with complex unstructured and semi-structured data,

5.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist - Document Digitization,-1,"About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.
The Role Responsibilities

Standard Chartered Application Reference Framework (SCARF) drives open source culture with in SCB to enable rapid application development leveraging cloud native technologies, delivering an ecosystem of enterprise connectors and reference data services. It is an enabler for our developers within the Bank to leverage on existing work and to go out to market with application-based solutions much more quickly.












































Apply now to join the Bank for those with big career ambitions.
To view information on our benefits including our flexible working please visit our . We welcome conversations on flexible working.

3.00-6.00 Years",4.0,Standard Chartered,"India
Viewed on 1 January
30d+",10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
ML Engineer/ Data Scientist lead Engineer,₹8L - ₹14L (Employer Est.),"Job Description :
. Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
. Managing available resources such as hardware, data, and personnel so that deadlines are met
. Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
. Supervising the data acquisition process if more data is needed
. Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
. Verifying data quality, and/or ensuring it via data cleaning
. Deploying models to production
. Finding available datasets online that could be used for training
. Defining validation strategies
. Defining the preprocessing or feature engineering to be done on a given dataset
. Defining data augmentation pipelines
. Training models and tuning their hyperparameters
. Analyzing the errors of the model and designing strategies to overcome them

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
"Jr.Data Scientist, Rider Analytics",₹9L - ₹16L (Employer Est.),"Job Description :
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist -Deep Learning,₹9L - ₹18L (Employer Est.),"Job Description :
Candidate should have:
Working experience in performance tuning of end-to-end (E2E) service APIs
Design and refinement of deep learning algorithms through all layers of an application such as frontend, integration, application, and business logic.
Working experience with tools such as Tensorflow, Pytorch, MxNet, or other deep learning libraries.
Dependency management as well as source code control such as Git
Experience developing in cloud-based applications (AWS, Google Cloud Platform, Azure)
Bachelor's Degree in computer science or related field and 4+ years of industry experience
Proven python skills
Familiarity with security best practices
Familiarity with ML operations services such as SageMaker or other industry standards.
the ability to adapt verbal, written communication to the audience
Strong team player used to work in an agile (scrum) environment with tools like Jira
Solid understanding of best practices such as test-driven development and industry established code quality standards
Experience in Other language expertise like R, C++, Scala is a plus.
Experience with GPU-based training and optimization is considered a plus.

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist 2,-1,"Are you interested in working for one of the most exciting teams in Microsoft? A team relentlessly focused on customer needs and advancing Microsoft Cloud first strategy? Interested in a start-up like environment, passionate about Data Science, Cloud Computing technology and driving growth in one of Microsoft's core businesses? Then look no further than the Azure Global Team!
We are a fast-paced data science team in the Azure Global Engineering organization focused on industry verticals like Retail, Agriculture, Energy, Media & Entertainment, Gaming & FSI.We are looking for data science team playerswith strong intellectual curiosity, excellent problem solvingandcodingskills,deeplearningdrivenforecastingand recommendationmodelingexperience, andforemostanabilitytoformulatedata sciencetechnicalproblemsbyunderstanding customer andindustry vertical needs.You willactively workwithMicrosoft andopensource technologiestowin confidence, delight,and make customers successful onAzure cloud.
Our team is responsible forgeneratingmulti-modal datalandscapefrom IoT, multi-spectral satellitesand drones,weather, tradingand commodity market, logistics and warehousesand synergisticallyusethemthrough state of artDNN driventime series modelling,phenotyping,search andrecommendationenginestoscaleexistingcustomer solutions,learn-translate-multiplycustomer'sprevioussuccess and bringnovel actionable insightstocustomers.

In this role, you will collaborate with experts in deep learning, machine learning, and distributed systems. You will partner with program management and Azure engineering teamsand interact with customersto help drive the successful adoption of Azure in some of our largest accounts.
You will work on all aspects of the design,CI/CDof machine learning and deep learning solutions, including problem definition, data acquisition, exploration, training, testing and evaluating deep learning models, and creating end-to-end pipelines and solutions in production.

5.00-8.00 Years",4.0,Microsoft,"India
Viewed on 1 January
30d+",10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Senior Data Scientist,₹9L - ₹16L (Employer Est.),"Job Description :
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Senior Data Scientist,-1,"Job Description :

Senior Advisor, Data Science
Dell Technologies is a leader in providing technology infrastructure to its customers in an era increasingly being driven by digital and data. Enabling Dell to satisfy its customers' needs hinges on executing a world class supply chain, connecting together sales orders with a complex ecosystem of partners and suppliers. Data plays an integral role in this as we digitize and modernize our supply chain. Join our Data Analytics & Automation team within Supply chain as a senior data scientist to solve our most challenging business problems with statistical, predictive and prescriptive approaches, making our decision making faster and more sophisticated. We offer a competitive remuneration package.

As part of Dell Technologies Global Operations Data Science team, you will…






Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We're proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.

What's most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life - while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.

We started with computers, but we didn't stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what's next in technology, starting today.

You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 .



Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy .

8.00-11.00 Years",4.0,DELL,"Remote
Viewed on 1 January
New
24h",10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Science Engineer,₹9L - ₹16L (Employer Est.),"Job Description :
. Design, develop, and evaluate state-of-the-art machine learning models for complex, large-scale data sets.
. .Use machine learning, statistical, and programming skills to enable data analytics.
. Drive informed decision-making and present findings to both technical and non-technical audiences.
. Work closely with physicians to identify medically relevant use cases, develop machine learning models, and validate impact.
. Deliver insights and values from heterogeneous data to investigate complex problems in the health care domain for multiple use cases
. Provide technical direction and mentor junior members of the Medical Informatics team.
. Work closely with software engineers to facilitate model integration and deployment.
. Embrace a fast-paced, collaborative environment dedicated to building atop cutting-edge technology.

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Senior Data Scientist / Data Analyst,₹7L - ₹13L (Employer Est.),"Roles and Responsibilities

Analytical Skills:To work with large amounts of data: facts, figures, and number crunching.

This is your opportunity to join the disruptive startup for an exciting journey in Digital analytics and optimization services!

Develop database design, assessment and modelling to identify best approach for accessing various data sources for use in the overall reporting solution in a manner that is efficient and that supports the Banks Business agenda.

Must have strong work excel experience in V-Look up and all basic concepts in MS-Excel for data analysis 1.

Ability to search for the required data and all that is related to it.

Building and iterating reports (with eventual design collaboration) based around a large volume of data, from multiple teams - providing data results communicated in required formats and around production data to determine QA of data collected and completeness of data - supporting the data integrity and continued maintenance of data.

In this role, you will have an opportunity to work with vast amounts of meaningful data, made accessible through best-in-class analytical and Business Intelligence tools.



Building medium to complex periodic reports and analytical dashboards using advanced excel skills.

Ability to work collaboratively with others but also autonomously as needed.

Be able to work under tight deadlines without compromising on quality.


Collate multiple data points and build up analysis to derive relevant market insights.

Good oral and written communication skills.

Strong interpersonal skills with the ability to work with a variety of individuals, both internal and external at a variety of. levels in the organization.

4.00-8.00 Years",4.0,Confidential,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist,₹15L - ₹30L (Employer Est.),"What you will do?
You will work on building code that will deploy into production, using code design and style standards.
You will document your thought process and create artefacts on team repo/wiki that can be used to share with business and engineering for sign off
You will review code quality, design developed by your peers
You will significantly improve the performance and reliability of our code that create high quality and reproducible results. You will also develop internal tools/utils that improve productivity of entire team
You will collaborate with other team members to advance team's ability to ship high quality code, fast!
You should be able to mentor/coach junior team members to continuously upskill them.




4.00-6.00 Years",4.0,GCC Services India Private Limited,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Computer Vision,₹20L - ₹70L (Employer Est.),"We are looking for people who are always concerned about the innovation. We value creativity,
hard work, initiative, and radical ideas. We are looking for Computer Vision Specialists, who
have interests in the cutting-edge deep learning technologies to help us solve unsolved
computer vision problems.

Responsibilities:
Develop computer vision systems for enterprises to be used by hundreds of our
customers
. Enhance existing Computer vision systems to achieve high performance
. Prototype new algorithms rapidly, iterating to achieve high levels of performance
. Package these prototypes as robust models written in production level code to be
integrated into the product
. Work closely with the ML engineers to explore and enhance new product features
leading to new areas of business.


. Strong understanding of linear algebra, optimisation, probability, statistics
. Experience in the data science methodology from exploratory data analysis, feature
engineering, model selection, deployment of the model at scale and model evaluation
. Background in machine learning with experience in large scale training and
convolutional neural networks
. Deep understanding of evaluation metrics for different computer vision tasks
. Knowledge of common architectures for various computer vision tasks like object
detection, recognition, and semantic segmentation

. Experience with model quantization is a plus
. Experience with Python Web Framework (Django/Flask/FastAPI), Machine Learning
frameworks like Tensorflow/Keras/Pytorch.

0.00-50.00 Years",4.0,Leena AI,Gurgaon,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist,₹5L - ₹10L (Employer Est.),"Hiring Experienced Data Scientist in a Reputed E-Learning Software Company @Mumbai !!



Designation : Data Scientist

Job Role:
Work with a team of high performing professionals, and cross-functional business teams to identify business opportunities,
optimize marketing campaigns, drive product road map or go to market strategy leveraging customer behaviour data
Build automated data dashboards and visualizations to deliver business insights to the senior leadership team











Requirements
Bachelors or Masters degree in a quantitative discipline - Statistics, Operations Research, Computer Science
5 - 10 years of experience working in data science or business analytics role
Experience working with large amounts of data using SQL, SAS, R or other statistical packages.
Experience working in a Unix/Linux environment for automating processes with shell scripting.
Experience programming in Python, Java or other programming languages
Experience in data dashboarding and visualization tool like Tableau, PowerBI or QuickSight
Experience in machine learning techniques like regression analysis, decision tree etc. a plus
Advanced knowledge in performance, scalability, numerical accuracy, enterprise system architecture, best practices.
Ability to communicate complex technical concepts and solutions to all levels of the organization.

5.00-10.00 Years",4.0,2COMS Consulting Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist - Speech & Text Analytics,₹9L - ₹18L (Employer Est.),"Job Description :

Candidate should be able to:
Build text-based search engine and question answering system for Q Degrees
utilize the latest techniques in AI, ML (including Deep Learning approaches) and NLU
Build voice-based search engine and question answering system for Q Degrees
Build topic analysis, voice recognition, text classification, named entity recognition methods for unstructured and semi-structured data
Generate creative solutions in the field of Voice Bots and Chat Bots (patents) and publish research results in top conferences (papers)
Perform voice/text mining, generate and test working hypotheses, prepare and analyze historical data and identify patterns
Candidate should have:

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
"Data Scientist, Analytics, BI consultant",₹8L - ₹14L (Employer Est.),"Job Description :
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist (NLP),₹9L - ₹18L (Employer Est.),"Job Description :
Candidate should be able to:
Design end to end java applications
Perform statistical analysis of results and refine models
Find and implement the right algorithms and tools for NLP tasks
Study and transform data science prototypes
Extend ML libraries and frameworks to apply in NLP tasks
Design Database to store NLP entities and relationship
Remain updated in the rapidly changing field of machine learning
write robust and testable code
Training and evaluating models
Use effective text representation techniques and classification algorithms
Designing and developing NLP applications for medical entity extraction and text mining


Experience with machine learning frameworks (like Keras or openly) and libraries (like sci-kit-learn)
Understanding of NLP techniques for text representation, semantic extraction techniques, data structures, and modeling
Familiarity with Ontology tools and technologies
Knowledge of Python, SQL
Proven experience as an NLP Engineer or similar role/Track record in NLP/NLU and related technologies
Clinical NLP experience (cTakes, UIMA)
Strong Java development experience would be preferred.

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist,₹20L - ₹23L (Employer Est.),"Responsibilities:


Identify valuable data sources and automate collection processes
Undertake pre-processing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges



Requirements:



3.00-8.00 Years
Bachelor Of Technology (B.Tech/B.E)",4.0,Prodigitalworx Private Limited,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist Senior,₹8L - ₹14L (Employer Est.),"Job Description :
. Work comfortably with
multi-terabyte, and billion+ rows data to extract insights and to build
predictive models to maximize profit
. Utilize large-scale data mining
and machine learning techniques to discover actionable patterns in the data
. Perform rigorous model
development, evaluation, design hypothesis tests, oversee test execution and
result evaluation
. Communicate complex analyses in
a clear and actionable manner
. 2 to 5 years experience
in building predictive models using SAS Enterprise Guide (EG), SAS Enterprise
Miner or/and Python
. Solid understanding of advanced
statistical concepts, especially related to modeling is a must
. Knowledge of programmatic advertising
and digital acquisition. Experience in building optimization models /algorithms
for media spends and maximize CPM
. Experience working with
enterprise-level digital analytics platform such as Google Analytics is a plus
. Experience with cloud platforms
AWS or Google Could Platforms (preferred)
. Experience with ETL and
building data pipelines and familiarity with distributed storage and big data
computing technology is a plus
. Excellent communication and
presentation skills

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
"Sap Ariba ,Data Scientist",₹9L - ₹16L (Employer Est.),"Job Description :
. Responsible for coding, testing, and analyzing data to be used for creating an intelligent product.
. Model Building Cycle pulls, cleanse, and validates data for analysis and modeling.
. Create and implement predictive models for a various business processes like payment risk, relationship discovery, categorization (unsupervised learning), catalog optimization, etc.
. Work with data scientists and other developers and cross-functionally with product managers and other engineering teams to deliver predictive models from concept to product.
. Work with software engineers to put predictive models in production.
. Determine the tracking necessary to enable analytics of our products and features by working closely with product and engineering partners

6.00-9.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD)
Data Scientist (Computer vision),₹20L (Employer Est.),"Responsibilities:
- Developing a state of the art computer vision algorithms to automate or assist doctors in diagnosing ECG and Echocardiogram
- Building dataset by collecting and annotating images/videos if required
- Developing efficient image processing algorithms and deep learning models for image/video classification, segmentation, and analysis
Mandatory Skills:
- Proficient in image processing, classical machine learning, and deep learning
- Professional experience of 2-3 years in developing production-level Computer Vision products from scratch (Masters or Bachelors in Computer Science / Electronics)
- Proficient in C++ or Python
- Proficient in OpenCV
- Proficient in either Tensorflow, Keras, and/or PyTorch
- Self-driven, passionate, and team player",-1,Tricog Health India Private Limited,Bangalore,51 to 200 Employees,2015,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable
Data Scientist (BE/ B-tech 4-6 yrs),₹25L - ₹35L (Employer Est.),"CommerceIQ is Hiring Data Scientist (3-5 yrs)
Data Scientist (4-6 Yrs exp)
At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.
Roles & Responsibility
As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML-based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.",4.2,CommerceIQ,Bangalore,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
