Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,per hour,per month,min_sal,max_sal,avg_sal,company_age,python,R,spark,machine_learning,AI,hadoop,sql,title,seniority,desc_len,sal_lac,sal_k
Data Scientist - Speech & Text Analytics,₹9L - ₹18L ,"Job Description :

Candidate should be able to:
Build text-based search engine and question answering system for Q Degrees
utilize the latest techniques in AI, ML (including Deep Learning approaches) and NLU
Build voice-based search engine and question answering system for Q Degrees
Build topic analysis, voice recognition, text classification, named entity recognition methods for unstructured and semi-structured data
Generate creative solutions in the field of Voice Bots and Chat Bots (patents) and publish research results in top conferences (papers)
Perform voice/text mining, generate and test working hypotheses, prepare and analyze historical data and identify patterns
Candidate should have:

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,18,13.5,34,0,0,0,0,1,0,0,Data Analyst,na,731,1,0
"Data Scientist, Analytics, BI consultant",₹8L - ₹14L ,"Job Description :
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,1,0,1,0,0,0,1,Data Analyst,na,800,1,0
Computer Vision,₹20L - ₹70L ,"We are looking for people who are always concerned about the innovation. We value creativity,
hard work, initiative, and radical ideas. We are looking for Computer Vision Specialists, who
have interests in the cutting-edge deep learning technologies to help us solve unsolved
computer vision problems.

Responsibilities:
Develop computer vision systems for enterprises to be used by hundreds of our
customers
. Enhance existing Computer vision systems to achieve high performance
. Prototype new algorithms rapidly, iterating to achieve high levels of performance
. Package these prototypes as robust models written in production level code to be
integrated into the product
. Work closely with the ML engineers to explore and enhance new product features
leading to new areas of business.


. Strong understanding of linear algebra, optimisation, probability, statistics
. Experience in the data science methodology from exploratory data analysis, feature
engineering, model selection, deployment of the model at scale and model evaluation
. Background in machine learning with experience in large scale training and
convolutional neural networks
. Deep understanding of evaluation metrics for different computer vision tasks
. Knowledge of common architectures for various computer vision tasks like object
detection, recognition, and semantic segmentation

. Experience with model quantization is a plus
. Experience with Python Web Framework (Django/Flask/FastAPI), Machine Learning
frameworks like Tensorflow/Keras/Pytorch.

0.00-50.00 Years",4.0,Leena AI,Gurgaon,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,20,70,45.0,34,1,0,0,1,1,0,0,Computer Vision Specialist ,na,1575,1,0
Data Scientist,₹7L - ₹9L ,"Your Journey at Crowe Starts Here:
At Crowe, you have the opportunity to deliver innovative solutions to today's complex business issues. Crowe's accounting, consulting, and technology personnel are widely recognized for their in-depth expertise and understanding of sophisticated process frameworks and enabling technologies, along with their commitment to delivering measurable results that help clients build business value. Our focus on emerging technology solutions along with our commitment to internal career growth and exceptional client value has resulted in a firm that is routinely recognized as a ""Best Place to Work."" We are 75 years strong and still growing. Come grow with us!
Job Description:
About Crowe Data Science
Everything we do is about making the future of human work more purposeful. We do this by leveraging state-of-the-art machine learning, modern architectures, and industry experts, to create AI-powered software-as-a-service.
Our world-class Data Science professionals give Crowe the ability to capture and harness the power of data. A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems. This type of group, rarely seen anywhere except large tech companies, focuses on building scalable AI products, not just one-time insights. You will learn and build on a wide range of technologies - distinguishing Crowe in the market and driving the firm's technology and innovation strategy.
The future is powered by AI, come build it with us.
About the Team
.We believe machine learning is software. While we know our way around Jupyter notebooks and ggplot2, they are not the end of our machine learning pipelines. Our team uses modern frameworks and tools (git, Docker, Kubernetes) to engineer machine learning solutions.
.We foster good science. You are given the time and resources you need to build your expertise in your project, and you will guide fellow data scientists and other Crowe staff through your work.
.We want to make good scientists better. Data scientists have plenty of options on the job market. We want to be one of the best ones. We have a journal club that meets weekly, regular opportunities for team members to teach each other, support for conferences, and recurring reading groups. Moreover, our team offers generous PTO, a flexible work from home policy, and a strong commitment to work-life balance. Company-wide, Crowe routinely wins awards for our support of our staff, including [to be filled in by Talent Services].
About the Role
.We work on medium-term machine learning projects (1-6 months) with a high degree of autonomy.






Required Skills
.Programming experience. Your job will require you to code. We mainly write in Python, so experience in this language is preferred. Within the Python ecosystem, we learn and use a wide array of tools and frameworks. Familiarity with or a drive to learn common data science and machine learning libraries is a plus.
.Machine learning experience. You enjoy machine learning. You've gone deeper than reading blog posts, ideally having several example machine learning projects from industry, academia, or personal settings that you can speak to.
.Capacity for autonomy. You won't be on your own on day one, but you will need the capacity to manage your time between research and tool development.
.Strong communication skills. You can discuss the technical details of a machine learning project as well as explain the concepts to a non-technical audience.



Skills to Stand Out
.Hackiness. You like to code and have interest in learning new technologies. You find it exciting to explore and/or improve libraries to help you solve a problem.
.Curiosity about machine learning. You enjoy staying up to date on research and advances in machine learning. You have a favorite machine learning specialization area that you enjoy learning about and working with.





At Crowe, we know that great people is what makes a great firm. We value our people and offer employees a comprehensive benefits package. Learn more about what working at Crowe can mean for you!



We will nurture your talent in an inclusive culture that values diversity. You will have the chance to meet on a consistent basis with your Career Coach that will guide you in your career goals and aspirations. Learn more about where talent can prosper!



Crowe (www.crowe.com) is one of the largest public accounting, consulting and technology firms in the United States. Crowe uses its deep industry expertise to provide audit services to public and private entities while also helping clients reach their goals with tax, advisory, risk and performance services. Crowe is recognized by many organizations as one of the country's best places to work. Crowe serves clients worldwide as an independent member of Crowe Global, one of the largest global accounting networks in the world. The network consists of more than 200 independent accounting and advisory services firms in more than 130 countries around the world.

0.00-50.00 Years",4.0,Crowe,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,7,9,8.0,34,1,0,0,1,1,0,0,Data Scientist,na,5129,1,0
Data Scientist (Computer vision),₹20L ,"Responsibilities:
- Developing a state of the art computer vision algorithms to automate or assist doctors in diagnosing ECG and Echocardiogram
- Building dataset by collecting and annotating images/videos if required
- Developing efficient image processing algorithms and deep learning models for image/video classification, segmentation, and analysis
Mandatory Skills:
- Proficient in image processing, classical machine learning, and deep learning
- Professional experience of 2-3 years in developing production-level Computer Vision products from scratch (Masters or Bachelors in Computer Science / Electronics)
- Proficient in C++ or Python
- Proficient in OpenCV
- Proficient in either Tensorflow, Keras, and/or PyTorch
- Self-driven, passionate, and team player",-1.0,Tricog Health India Private Limited,Bangalore,51 to 200 Employees,2015,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable,0,0,20,0,10.0,7,1,0,0,1,0,0,0,Data Scientist,na,778,1,0
Data Scientist (BE/ B-tech 4-6 yrs),₹25L - ₹35L ,"CommerceIQ is Hiring Data Scientist (3-5 yrs)
Data Scientist (4-6 Yrs exp)
At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.
Roles & Responsibility
As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML-based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.",4.2,CommerceIQ,Bangalore,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,25,35,30.0,10,0,0,0,1,1,0,0,Data Scientist,na,669,1,0
nan,₹9L - ₹16L ,"Job Description :
. Machine Learning and Cloud Engineering 50% Designing machine learning pipelines that curate datasets, train, test, and validate models,compare model performance to existing or previously catalogued models, and then package the models and either deploy them to a real-time serving layer or handle batch scoring activities
. Collaborate with Microsoft Cloud Solution Architects and Data Platform Engineers in developing complex end-to-end Enterprise solutions on Microsoft Azure platform.
. Conduct data profiling, cataloguing, and data mapping for technical design using a use case-based approach that drives the construction of technical data flows.
. Assess the effectiveness and accuracy of data sources and data gathering techniques
. Design and develop Machine Learning and Statistical Models (preferably using R & Python), and other data analysis techniques to collect, explore, and extract insights from structured and unstructured data

7.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,1,0,0,1,1,0,0,NA,na,986,1,0
Data Scientist / Machine Learning Engineer,₹6L - ₹9L ,"PubMatic delivers superior revenue to publishers by being an SSP of choice for agencies and advertisers. PubMatic's cloud infrastructure platform for digital advertising empowers app developers and publishers to increase monetization while enabling media buyers to drive return on investment by reaching and engaging their target audiences in brand-safe, premium environments across ad formats and devices. Since 2006, PubMatic has been expanding its owned and operated global infrastructure and continues to cultivate programmatic innovation. With a globally distributed workforce and no corporate headquarters, PubMatic operates 16 offices and eight data centers across North America, Europe, and Asia Pacific.
Job Description

PubMatic is immediately hiring a strong Data Scientist or Machine Learning Engineer to join our growing team remotely.
Reporting to the Associate Director of Machine Learning in Pacific Time, you will partner with Product and Engineering teams to solve problems with Machine Learning to identify trends and opportunities for the business. The ideal candidate will apply quantitative analysis, modelling, and data mining to help drive informed product decisions for PubMatic.

Qualifications

#LI-MD1
Additional Information

: PubMatic is actively working to ensure candidate and employee safety. Currently, all hiring and onboarding processes at PubMatic will be carried out remotely through virtual meetings until further notice.
: Our benefits package includes the best of what leading organizations provide, such as stock options, paternity/maternity leave, healthcare insurance, broadband reimbursement. As well, when we're back in the office, we all benefit from a kitchen loaded with healthy snacks and drinks and catered lunches and much more!
: PubMatic is proud to be an equal opportunity employer we don't just value diversity, we promote and celebrate it. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

2.00-5.00 Years",4.0,PubMatic,Pune,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,6,9,7.5,34,0,0,0,1,0,0,0,Data Scientist,na,2094,1,0
Data Science,₹9L - ₹16L ,"Job Description :
. Ability to work on 2-3 projects simultaneously, scope projects, realistically estimate work, and get customer agreement.
. Apply appropriate statistical analysis and quantitative methods to analyze data and predict future trends and variability, especially in producing and maintaining reliable forecasts.
. Contribute high-quality work as an individual contributor, in addition to management duties
. Identify appropriate decision technology techniques to apply to relevant analytic frameworks. Examples of decision technology tools that may be used include optimization, simulation, regression, decision trees, neural networks, cluster analysis, mixed models, etc.
. Ability to balance accuracy of analysis with needs for rapid response.
. Perform due diligence to ensure data is obtainable for the analysis required, and the analysis can be completed in the timeline requested.
. Set up a model and conduct analyses using statistical, predictive or optimization tools.
. Have a clear understanding of the uses and limitations of statistical applications.
. Document steps, data sources. Ensure models are easily understandable and maintainable.
. Drive the collection of new data and the refinement of existing data sources.
. Possess a proven ability to develop partnerships with technical peers and business partners.
. Lead project teams during all phases of the development life cycle, including requirements gathering and analysis, design, build, pilot, implementation, and continuous service
scope projects, build pipelines and datasets, synthe results, craft automated dashboards/bots, and communicate an informed recommendation.
. Manage budget, timeline, resources, and scope through prioritization throughout the course of all assigned projects
. Lead a high-performing, high-throughput team of talented Data Scientists and business analysts, while driving the professional development goals of the team
. Where relevant, clean, and structured data to facilitate analysis.

5.00-7.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,0,0,0,0,1,0,0,Data Scientist,na,2040,1,0
ML Engineer/ Data Scientist Engineer,₹8L - ₹14L ,"Job Description :
. Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
. Managing available resources such as hardware, data, and personnel so that deadlines are met
. Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
. Supervising the data acquisition process if more data is needed
. Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
. Verifying data quality, and/or ensuring it via data cleaning
. Deploying models to production
. Finding available datasets online that could be used for training
. Defining validation strategies
. Defining the preprocessing or feature engineering to be done on a given dataset
. Defining data augmentation pipelines
. Training models and tuning their hyperparameters
. Analyzing the errors of the model and designing strategies to overcome them

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,0,0,0,0,1,0,0,Data Scientist,na,1093,1,0
Data Scientist Advanced Analytics,₹9L - ₹16L ,"Job Description :
. Minimum 10+ years of experience in developing and designing Analytical solutions and models in SAS
. Minimum of two years of experience of working with SAS e-Miner, base SAS, standard SAS PROCs, advanced SAS, etc., and shall demonstrate at least two projects where they have worked with SAS e-Miner.
. Proficient in developing models and working knowledge of other analytical tools like R/ SPSS is desirable but not mandatory.
. Expertise in having worked with SAS VA for at least 2 projects, and with at least one year of experience of working with SAS VA

6.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,0,0,0,0,0,0,0,Data Analyst,na,599,1,0
"Data Scientist, Analytics",₹8L - ₹14L ,"Job Description :
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,1,0,1,0,0,0,1,Data Analyst,na,800,1,0
Data Scientist Engineer,₹9L - ₹16L ,"Job Description :
. 5 years of professional experience in a data science
. BI tools for data visualization like Tableau
. Experience extracting insights from large data sets using advanced Python
. experience working with complex unstructured and semi-structured data,

5.00-9.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,1,0,0,0,0,0,0,Data Scientist,na,291,1,0
ML Engineer/ Data Scientist lead Engineer,₹8L - ₹14L ,"Job Description :
. Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
. Managing available resources such as hardware, data, and personnel so that deadlines are met
. Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
. Supervising the data acquisition process if more data is needed
. Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
. Verifying data quality, and/or ensuring it via data cleaning
. Deploying models to production
. Finding available datasets online that could be used for training
. Defining validation strategies
. Defining the preprocessing or feature engineering to be done on a given dataset
. Defining data augmentation pipelines
. Training models and tuning their hyperparameters
. Analyzing the errors of the model and designing strategies to overcome them

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,0,0,0,0,1,0,0,Data Scientist,na,1093,1,0
"Jr.Data Scientist, Rider Analytics",₹9L - ₹16L ,"Job Description :
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,1,0,0,0,1,0,1,Data Analyst,junior,482,1,0
Data Scientist -Deep Learning,₹9L - ₹18L ,"Job Description :
Candidate should have:
Working experience in performance tuning of end-to-end (E2E) service APIs
Design and refinement of deep learning algorithms through all layers of an application such as frontend, integration, application, and business logic.
Working experience with tools such as Tensorflow, Pytorch, MxNet, or other deep learning libraries.
Dependency management as well as source code control such as Git
Experience developing in cloud-based applications (AWS, Google Cloud Platform, Azure)
Bachelor's Degree in computer science or related field and 4+ years of industry experience
Proven python skills
Familiarity with security best practices
Familiarity with ML operations services such as SageMaker or other industry standards.
the ability to adapt verbal, written communication to the audience
Strong team player used to work in an agile (scrum) environment with tools like Jira
Solid understanding of best practices such as test-driven development and industry established code quality standards
Experience in Other language expertise like R, C++, Scala is a plus.
Experience with GPU-based training and optimization is considered a plus.

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,18,13.5,34,1,0,0,0,1,0,0,Data Scientist,na,1204,1,0
Senior Data Scientist,₹9L - ₹16L ,"Job Description :
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,1,0,0,0,1,0,1,Data Scientist,senior,482,1,0
Data Science Engineer,₹9L - ₹16L ,"Job Description :
. Design, develop, and evaluate state-of-the-art machine learning models for complex, large-scale data sets.
. .Use machine learning, statistical, and programming skills to enable data analytics.
. Drive informed decision-making and present findings to both technical and non-technical audiences.
. Work closely with physicians to identify medically relevant use cases, develop machine learning models, and validate impact.
. Deliver insights and values from heterogeneous data to investigate complex problems in the health care domain for multiple use cases
. Provide technical direction and mentor junior members of the Medical Informatics team.
. Work closely with software engineers to facilitate model integration and deployment.
. Embrace a fast-paced, collaborative environment dedicated to building atop cutting-edge technology.

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,0,0,0,1,1,0,0,Data Scientist,na,881,1,0
Senior Data Scientist / Data Analyst,₹7L - ₹13L ,"Roles and Responsibilities

Analytical Skills:To work with large amounts of data: facts, figures, and number crunching.

This is your opportunity to join the disruptive startup for an exciting journey in Digital analytics and optimization services!

Develop database design, assessment and modelling to identify best approach for accessing various data sources for use in the overall reporting solution in a manner that is efficient and that supports the Banks Business agenda.

Must have strong work excel experience in V-Look up and all basic concepts in MS-Excel for data analysis 1.

Ability to search for the required data and all that is related to it.

Building and iterating reports (with eventual design collaboration) based around a large volume of data, from multiple teams - providing data results communicated in required formats and around production data to determine QA of data collected and completeness of data - supporting the data integrity and continued maintenance of data.

In this role, you will have an opportunity to work with vast amounts of meaningful data, made accessible through best-in-class analytical and Business Intelligence tools.



Building medium to complex periodic reports and analytical dashboards using advanced excel skills.

Ability to work collaboratively with others but also autonomously as needed.

Be able to work under tight deadlines without compromising on quality.


Collate multiple data points and build up analysis to derive relevant market insights.

Good oral and written communication skills.

Strong interpersonal skills with the ability to work with a variety of individuals, both internal and external at a variety of. levels in the organization.

4.00-8.00 Years",4.0,Confidential,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,7,13,10.0,34,0,0,0,0,1,0,0,Data Analyst,senior,1758,1,0
Data Scientist,₹15L - ₹30L ,"What you will do?
You will work on building code that will deploy into production, using code design and style standards.
You will document your thought process and create artefacts on team repo/wiki that can be used to share with business and engineering for sign off
You will review code quality, design developed by your peers
You will significantly improve the performance and reliability of our code that create high quality and reproducible results. You will also develop internal tools/utils that improve productivity of entire team
You will collaborate with other team members to advance team's ability to ship high quality code, fast!
You should be able to mentor/coach junior team members to continuously upskill them.




4.00-6.00 Years",4.0,GCC Services India Private Limited,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,15,30,22.5,34,0,0,0,0,0,0,0,Data Scientist,na,759,1,0
Computer Vision,₹20L - ₹70L ,"We are looking for people who are always concerned about the innovation. We value creativity,
hard work, initiative, and radical ideas. We are looking for Computer Vision Specialists, who
have interests in the cutting-edge deep learning technologies to help us solve unsolved
computer vision problems.

Responsibilities:
Develop computer vision systems for enterprises to be used by hundreds of our
customers
. Enhance existing Computer vision systems to achieve high performance
. Prototype new algorithms rapidly, iterating to achieve high levels of performance
. Package these prototypes as robust models written in production level code to be
integrated into the product
. Work closely with the ML engineers to explore and enhance new product features
leading to new areas of business.


. Strong understanding of linear algebra, optimisation, probability, statistics
. Experience in the data science methodology from exploratory data analysis, feature
engineering, model selection, deployment of the model at scale and model evaluation
. Background in machine learning with experience in large scale training and
convolutional neural networks
. Deep understanding of evaluation metrics for different computer vision tasks
. Knowledge of common architectures for various computer vision tasks like object
detection, recognition, and semantic segmentation

. Experience with model quantization is a plus
. Experience with Python Web Framework (Django/Flask/FastAPI), Machine Learning
frameworks like Tensorflow/Keras/Pytorch.

0.00-50.00 Years",4.0,Leena AI,Gurgaon,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,20,70,45.0,34,1,0,0,1,1,0,0,Computer Vision Specialist ,na,1575,1,0
Data Scientist,₹5L - ₹10L ,"Hiring Experienced Data Scientist in a Reputed E-Learning Software Company @Mumbai !!



Designation : Data Scientist

Job Role:
Work with a team of high performing professionals, and cross-functional business teams to identify business opportunities,
optimize marketing campaigns, drive product road map or go to market strategy leveraging customer behaviour data
Build automated data dashboards and visualizations to deliver business insights to the senior leadership team











Requirements
Bachelors or Masters degree in a quantitative discipline - Statistics, Operations Research, Computer Science
5 - 10 years of experience working in data science or business analytics role
Experience working with large amounts of data using SQL, SAS, R or other statistical packages.
Experience working in a Unix/Linux environment for automating processes with shell scripting.
Experience programming in Python, Java or other programming languages
Experience in data dashboarding and visualization tool like Tableau, PowerBI or QuickSight
Experience in machine learning techniques like regression analysis, decision tree etc. a plus
Advanced knowledge in performance, scalability, numerical accuracy, enterprise system architecture, best practices.
Ability to communicate complex technical concepts and solutions to all levels of the organization.

5.00-10.00 Years",4.0,2COMS Consulting Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,5,10,7.5,34,1,0,0,1,1,0,1,Data Scientist,na,1394,1,0
Data Scientist - Speech & Text Analytics,₹9L - ₹18L ,"Job Description :

Candidate should be able to:
Build text-based search engine and question answering system for Q Degrees
utilize the latest techniques in AI, ML (including Deep Learning approaches) and NLU
Build voice-based search engine and question answering system for Q Degrees
Build topic analysis, voice recognition, text classification, named entity recognition methods for unstructured and semi-structured data
Generate creative solutions in the field of Voice Bots and Chat Bots (patents) and publish research results in top conferences (papers)
Perform voice/text mining, generate and test working hypotheses, prepare and analyze historical data and identify patterns
Candidate should have:

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,18,13.5,34,0,0,0,0,1,0,0,Data Analyst,na,731,1,0
"Data Scientist, Analytics, BI consultant",₹8L - ₹14L ,"Job Description :
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Hyderābād,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,1,0,1,0,0,0,1,Data Analyst,na,800,1,0
Data Scientist (NLP),₹9L - ₹18L ,"Job Description :
Candidate should be able to:
Design end to end java applications
Perform statistical analysis of results and refine models
Find and implement the right algorithms and tools for NLP tasks
Study and transform data science prototypes
Extend ML libraries and frameworks to apply in NLP tasks
Design Database to store NLP entities and relationship
Remain updated in the rapidly changing field of machine learning
write robust and testable code
Training and evaluating models
Use effective text representation techniques and classification algorithms
Designing and developing NLP applications for medical entity extraction and text mining


Experience with machine learning frameworks (like Keras or openly) and libraries (like sci-kit-learn)
Understanding of NLP techniques for text representation, semantic extraction techniques, data structures, and modeling
Familiarity with Ontology tools and technologies
Knowledge of Python, SQL
Proven experience as an NLP Engineer or similar role/Track record in NLP/NLU and related technologies
Clinical NLP experience (cTakes, UIMA)
Strong Java development experience would be preferred.

5.00-10.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,18,13.5,34,1,0,0,1,1,0,1,Data Scientist,na,1184,1,0
Data Scientist,₹20L - ₹23L ,"Responsibilities:


Identify valuable data sources and automate collection processes
Undertake pre-processing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges



Requirements:



3.00-8.00 Years
Bachelor Of Technology (B.Tech/B.E)",4.0,Prodigitalworx Private Limited,Bangalore,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,20,23,21.5,34,0,0,0,1,0,0,0,Data Scientist,na,514,1,0
Data Scientist Senior,₹8L - ₹14L ,"Job Description :
. Work comfortably with
multi-terabyte, and billion+ rows data to extract insights and to build
predictive models to maximize profit
. Utilize large-scale data mining
and machine learning techniques to discover actionable patterns in the data
. Perform rigorous model
development, evaluation, design hypothesis tests, oversee test execution and
result evaluation
. Communicate complex analyses in
a clear and actionable manner
. 2 to 5 years experience
in building predictive models using SAS Enterprise Guide (EG), SAS Enterprise
Miner or/and Python
. Solid understanding of advanced
statistical concepts, especially related to modeling is a must
. Knowledge of programmatic advertising
and digital acquisition. Experience in building optimization models /algorithms
for media spends and maximize CPM
. Experience working with
enterprise-level digital analytics platform such as Google Analytics is a plus
. Experience with cloud platforms
AWS or Google Could Platforms (preferred)
. Experience with ETL and
building data pipelines and familiarity with distributed storage and big data
computing technology is a plus
. Excellent communication and
presentation skills

5.00-8.00 Years",4.0,ANI Calls India Private Limited,Noida,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,8,14,11.0,34,1,0,0,1,0,0,0,Data Scientist,senior,1231,1,0
"Sap Ariba ,Data Scientist",₹9L - ₹16L ,"Job Description :
. Responsible for coding, testing, and analyzing data to be used for creating an intelligent product.
. Model Building Cycle pulls, cleanse, and validates data for analysis and modeling.
. Create and implement predictive models for a various business processes like payment risk, relationship discovery, categorization (unsupervised learning), catalog optimization, etc.
. Work with data scientists and other developers and cross-functionally with product managers and other engineering teams to deliver predictive models from concept to product.
. Work with software engineers to put predictive models in production.
. Determine the tracking necessary to enable analytics of our products and features by working closely with product and engineering partners

6.00-9.00 Years",4.0,ANI Calls India Private Limited,Chennai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,9,16,12.5,34,0,0,0,0,0,0,0,Data Scientist,na,801,1,0
